"Var1","Var2","value","pair","comparison","wing","side"
"KO-M-D-6H","KO-M-D-13K",0.0442222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-13K",0.0593222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-13K",0.0553888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-13K",0.0568777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-13K",0.0491777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-13K",0.0523111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-18N","KO-M-D-16J",0.0636555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-20219F","KO-M-D-16J",0.0617,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-21P","KO-M-D-16J",0.0530777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2H","KO-M-D-16J",0.0407333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2V","KO-M-D-16J",0.0626111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-16J",0.0447,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-16J",0.0589444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-16J",0.0615888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-16J",0.0226888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-16J",0.0404333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-16J",0.0547777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-16J",0.0444666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-16J",0.051,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-16J",0.0517666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-16J",0.0616777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-20219F","KO-M-D-18N",0.0346444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-21P","KO-M-D-18N",0.0262666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2H","KO-M-D-18N",0.0347444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2V","KO-M-D-18N",0.0277777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-18N",0.0300666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-18N",0.0351777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-18N",0.0528888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-18N",0.0531222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-18N",0.0428888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-18N",0.0270555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-18N",0.0437222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-18N",0.0253888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-18N",0.0379555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-18N",0.0323777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-21P","KO-M-D-20219F",0.0396666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2H","KO-M-D-20219F",0.0353444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2V","KO-M-D-20219F",0.0437111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-20219F",0.0376444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-20219F",0.0328666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-20219F",0.0402222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-20219F",0.0558111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-20219F",0.0356888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-20219F",0.0345666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-20219F",0.0342111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-20219F",0.0373444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-20219F",0.0275111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-20219F",0.0288,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2H","KO-M-D-21P",0.0281444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2V","KO-M-D-21P",0.0237555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-21P",0.0265111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-21P",0.0367333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-21P",0.0619111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-21P",0.0399888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-21P",0.0376888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-21P",0.0241444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-21P",0.0445666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-21P",0.0245222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-21P",0.0431777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-21P",0.0325111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-2V","KO-M-D-2H",0.0354333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-2H",0.0266777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-2H",0.0349666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-2H",0.0493444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-2H",0.0326222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-2H",0.0275222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-2H",0.0274222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-2H",0.0321777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-2H",0.0252444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-2H",0.0359444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-2H",0.0355,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-3A","KO-M-D-2V",0.0327555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-2V",0.0416888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-2V",0.0672666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-2V",0.0503444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-2V",0.0451777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-2V",0.0278333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-2V",0.0484333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-2V",0.0280333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-2V",0.0480888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-2V",0.0388666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-4A","KO-M-D-3A",0.0334222222222222,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-3A",0.052,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-3A",0.0393888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-3A",0.0298666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-3A",0.0272111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-3A",0.0369666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-3A",0.0256555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-3A",0.0341111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-3A",0.0319555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5H","KO-M-D-4A",0.0459333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-4A",0.0543,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-4A",0.0357111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-4A",0.0320333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-4A",0.0372111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-4A",0.0354777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-4A",0.0296,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-4A",0.0325555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-5M","KO-M-D-5H",0.0624555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-5H",0.0399777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-5H",0.0565444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-5H",0.0333888888888889,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-5H",0.0527444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-5H",0.0332,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-5H",0.046,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6H","KO-M-D-5M",0.0395444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-5M",0.0423333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-5M",0.0431555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-5M",0.0425555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-5M",0.0492111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-5M",0.0549666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-6Q","KO-M-D-6H",0.0349,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-6H",0.0278777777777778,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-6H",0.0378333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-6H",0.0254666666666667,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-6H",0.0347111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-7H","KO-M-D-6Q",0.0379333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-6Q",0.0267555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-6Q",0.0338555555555556,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-6Q",0.0308111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8J","KO-M-D-7H",0.0415111111111111,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-7H",0.0285,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-7H",0.0426333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8P","KO-M-D-8J",0.0403444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-8J",0.0329444444444444,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-8R","KO-M-D-8P",0.0275333333333333,"male mKO","(within)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-10N",0.0288222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-10N",0.0422666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-10N",0.0345777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-10N",0.0599333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-10N",0.0541666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-10N",0.0336888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-10N",0.0332,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-10N",0.0358666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-10N",0.0315222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-10N",0.0391333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-10N",0.0359777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-10N",0.0379111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-10N",0.0429111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-10N",0.0437222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-10N",0.0373111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-10N",0.0284777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-10N",0.0297666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-10N",0.0314777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-10N",0.0335777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-10N",0.0382444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-10R",0.0332111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-10R",0.0434555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-10R",0.0447444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-10R",0.0666777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-10R",0.0680666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-10R",0.0316555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-10R",0.0356333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-10R",0.0405666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-10R",0.0415777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-10R",0.0420555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-10R",0.0358111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-10R",0.0329444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-10R",0.0426555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-10R",0.0589111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-10R",0.0427222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-10R",0.0334888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-10R",0.0414444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-10R",0.0334888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-10R",0.0319666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-10R",0.0312111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-11P",0.0314,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-11P",0.0484444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-11P",0.0463555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-11P",0.0671333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-11P",0.0696111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-11P",0.0307333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-11P",0.0359111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-11P",0.0387555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-11P",0.0432333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-11P",0.0372666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-11P",0.0390666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-11P",0.0410444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-11P",0.0529111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-11P",0.0579444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-11P",0.0441777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-11P",0.0323,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-11P",0.0431444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-11P",0.0339222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-11P",0.0379777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-11P",0.0345555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-13N",0.0364444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-13N",0.0368444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-13N",0.0402,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-13N",0.0569333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-13N",0.0529666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-13N",0.0390888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-13N",0.0337333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-13N",0.0443777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-13N",0.0363888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-13N",0.0497555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-13N",0.0374,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-13N",0.0356888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-13N",0.0298666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-13N",0.0481666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-13N",0.0356222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-13N",0.0386555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-13N",0.0327444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-13N",0.0324333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-13N",0.0286666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-13N",0.0348888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-14J",0.0557333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-14J",0.0383111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-14J",0.0548666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-14J",0.0576888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-14J",0.0645222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-14J",0.0563111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-14J",0.0378444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-14J",0.0639777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-14J",0.0513666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-14J",0.0674444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-14J",0.0519111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-14J",0.0469777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-14J",0.0248222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-14J",0.0646333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-14J",0.0402,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-14J",0.0546555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-14J",0.0303888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-14J",0.0566777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-14J",0.0339111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-14J",0.0461555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-14N",0.0407444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-14N",0.0311,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-14N",0.0384777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-14N",0.0522333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-14N",0.0564222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-14N",0.0411222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-14N",0.0287222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-14N",0.0476555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-14N",0.0369333333333333,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-14N",0.0527222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-14N",0.0404111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-14N",0.0368111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-14N",0.0285888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-14N",0.0526444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-14N",0.0317222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-14N",0.0399777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-14N",0.0293111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-14N",0.0398444444444444,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-14N",0.0236111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-14N",0.0331222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-15K",0.0369888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-15K",0.0446555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-15K",0.0272555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13K","KO-F-D-15K",0.0389888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-16J","KO-F-D-15K",0.0276666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-18N","KO-F-D-15K",0.0462111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-20219F","KO-F-D-15K",0.0508777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-21P","KO-F-D-15K",0.0361666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2H","KO-F-D-15K",0.031,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-2V","KO-F-D-15K",0.0458555555555556,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-3A","KO-F-D-15K",0.0329,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-4A","KO-F-D-15K",0.0479888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5H","KO-F-D-15K",0.0601666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-5M","KO-F-D-15K",0.0237111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6H","KO-F-D-15K",0.0351666666666667,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-6Q","KO-F-D-15K",0.0391777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-7H","KO-F-D-15K",0.0455777777777778,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8J","KO-F-D-15K",0.0350222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8P","KO-F-D-15K",0.0435,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-8R","KO-F-D-15K",0.0443888888888889,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-10M","KO-F-D-17N",0.0571222222222222,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-11A","KO-F-D-17N",0.0430111111111111,"mKO","(sex)","Left forewing","Ventral"
"KO-M-D-13F","KO-F-D-17N",0.0607444444444444,"mKO","(sex)","Left forewing","Ventral"
