"Var1","Var2","value","pair","comparison","wing","side"
"KO-M-D-6Q","KO-M-D-5M",0.0404333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-5M",0.0372222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-5M",0.0301333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-5M",0.0420111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-5M",0.0395111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-M-D-6H",0.0212888888888889,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-6H",0.0103444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-6H",0.0190333333333333,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-6H",0.0211777777777778,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-6H",0.0225,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-7H","KO-M-D-6Q",0.0228555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-6Q",0.0207222222222222,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-6Q",0.0291555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-6Q",0.0241444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8J","KO-M-D-7H",0.0173555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-7H",0.0212555555555556,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-7H",0.0209111111111111,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8P","KO-M-D-8J",0.0235444444444444,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-8J",0.0164,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-8R","KO-M-D-8P",0.0249666666666667,"male mKO","(within)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-10N",0.0380777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-10N",0.0324333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-10N",0.0434222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-10N",0.0424777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-10N",0.0326888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-10N",0.0380222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-10N",0.0415666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-10N",0.0409777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-10N",0.039,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-10N",0.0307555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-10N",0.0274,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-10N",0.0326888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-10N",0.0379888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-10N",0.0583555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-10N",0.0294777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-10N",0.0295,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-10N",0.0310222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-10N",0.0395555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-10N",0.0306555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-10N",0.0361555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-10R",0.0236333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-10R",0.0221222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-10R",0.0230444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-10R",0.0225444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-10R",0.0143333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-10R",0.0277333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-10R",0.0186333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-10R",0.0387555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-10R",0.0278222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-10R",0.0212222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-10R",0.0253777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-10R",0.0249777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-10R",0.0240777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-10R",0.0412888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-10R",0.0217222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-10R",0.0176333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-10R",0.0225555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-10R",0.0196888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-10R",0.0263444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-10R",0.0172888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-11P",0.0235111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-11P",0.0301333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-11P",0.0204333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-11P",0.0222666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-11P",0.0187,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-11P",0.0308777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-11P",0.0207555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-11P",0.0438333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-11P",0.0199666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-11P",0.0245666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-11P",0.0289,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-11P",0.0243666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-11P",0.0228666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-11P",0.0314111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-11P",0.0239333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-11P",0.0239333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-11P",0.0223666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-11P",0.0162555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-11P",0.0294444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-11P",0.0249666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-13N",0.0313666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-13N",0.0286111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-13N",0.026,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-13N",0.0285444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-13N",0.0184,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-13N",0.0342888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-13N",0.0258333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-13N",0.0466888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-13N",0.0293777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-13N",0.0283111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-13N",0.0278222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-13N",0.0302,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-13N",0.0281666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-13N",0.0449555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-13N",0.0266111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-13N",0.0249222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-13N",0.0284444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-13N",0.0248222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-13N",0.0290555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-13N",0.0272222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-14J",0.0329777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-14J",0.0279333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-14J",0.0345,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-14J",0.0323555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-14J",0.0260555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-14J",0.0340777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-14J",0.0290444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-14J",0.0446111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-14J",0.0385,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-14J",0.0314555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-14J",0.0317666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-14J",0.0336555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-14J",0.0326,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-14J",0.0506333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-14J",0.0314,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-14J",0.0220666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-14J",0.0332333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-14J",0.0294777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-14J",0.0302666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-14J",0.0264333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-14N",0.0274444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-14N",0.0206222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-14N",0.0220777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-14N",0.0229777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-14N",0.0153888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-14N",0.0267444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-14N",0.0227555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-14N",0.0415222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-14N",0.0278555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-14N",0.0237666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-14N",0.0215888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-14N",0.0229222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-14N",0.0253777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-14N",0.0407666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-14N",0.0224444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-14N",0.0172444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-14N",0.0227222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-14N",0.0201,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-14N",0.0275555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-14N",0.0252777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-15K",0.0287111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-15K",0.0254222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-15K",0.0300333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-15K",0.0271111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-15K",0.0218111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-15K",0.0309888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-15K",0.0237111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-15K",0.0420777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-15K",0.0368777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-15K",0.0284777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-15K",0.0307666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-15K",0.0303444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-15K",0.0293333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-15K",0.0448111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-15K",0.0286,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-15K",0.0184444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-15K",0.0302333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-15K",0.0252333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-15K",0.0296222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-15K",0.0248777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-17N",0.0189222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-17N",0.0198555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-17N",0.0221777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-17N",0.0139888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-17N",0.0151777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-17N",0.0203555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-17N",0.0149222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-17N",0.0343777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-17N",0.0301111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-17N",0.0246888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-17N",0.0254888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-17N",0.0193111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-17N",0.0225444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-17N",0.0338888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-17N",0.0219888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-17N",0.0195222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-17N",0.0200444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-17N",0.0183333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-17N",0.0261666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-17N",0.0224444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-18P",0.0289888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-18P",0.0245444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-18P",0.0266888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-18P",0.0271888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-18P",0.0193333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-18P",0.0332222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-18P",0.0235,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-18P",0.0440222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-18P",0.0328,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-18P",0.0282666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-18P",0.0315111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-18P",0.0307111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-18P",0.0287222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-18P",0.0438888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-18P",0.0276111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-18P",0.0219222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-18P",0.0301777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-18P",0.0242,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-18P",0.0292333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-18P",0.0236,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-20213G",0.0353777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-20213G",0.0309555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-20213G",0.0371,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-20213G",0.0344444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-20213G",0.0295,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-20213G",0.0367888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-20213G",0.0303555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-20213G",0.0479,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-20213G",0.0443,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-20213G",0.0355666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-20213G",0.0409444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-20213G",0.0374333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-20213G",0.0376,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-20213G",0.0547444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-20213G",0.0369111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-20213G",0.0268666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-20213G",0.0376555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-20213G",0.0330333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-20213G",0.0376666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-20213G",0.0270777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-20214E",0.0249111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-20214E",0.0185777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-20214E",0.0202111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-20214E",0.0164444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-20214E",0.0134111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-20214E",0.0280333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-20214E",0.019,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-21P","KO-F-D-20214E",0.0423888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2H","KO-F-D-20214E",0.0263444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-2V","KO-F-D-20214E",0.0226111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-3A","KO-F-D-20214E",0.0200333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-4A","KO-F-D-20214E",0.0193888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5H","KO-F-D-20214E",0.0180666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-5M","KO-F-D-20214E",0.0374777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6H","KO-F-D-20214E",0.0248222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-6Q","KO-F-D-20214E",0.0222222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-7H","KO-F-D-20214E",0.0209666666666667,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8J","KO-F-D-20214E",0.0186777777777778,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8P","KO-F-D-20214E",0.0230444444444444,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-8R","KO-F-D-20214E",0.0240111111111111,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-10M","KO-F-D-20219E",0.0259555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-11A","KO-F-D-20219E",0.0202222222222222,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13F","KO-F-D-20219E",0.0262555555555556,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-13K","KO-F-D-20219E",0.0211333333333333,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-16J","KO-F-D-20219E",0.0157888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-18N","KO-F-D-20219E",0.0235888888888889,"mKO","(sex)","Left hindwing","Ventral"
"KO-M-D-20219F","KO-F-D-20219E",0.0200444444444444,"mKO","(sex)","Left hindwing","Ventral"
